497,858
36,99
2205,670
273,64
2984,978
2158,148
1221,294
2037,831
351,478
1945,863
321,536
1598,439
2373,438
167,515
62,231
2226,121
443,512
306,59
387,463
705,193
1408,160
1504,260
2570,648
1420,453
1265,647
2639,764
2677,699
472,781
2669,775
2431,516
2107,578
2185,425
2185,900
1405,367
2610,939
2249,254
791,204
2820,480
1260,30
248,689
2598,24
275,807
1012,74
339,41
2111,736
2491,20
2184,259
255,48
900,754
2904,714
662,543
2068,827
553,828
165,837
1264,99
1084,509
1205,957
2682,475
922,522
1179,199
183,471
2447,263
2584,838
1310,579
626,223
2304,49
2195,516
1086,291
2787,795
1512,846
2162,308
2996,974
2536,626
479,478
2203,471
212,899
72,895
1447,448
345,39
2308,428
2455,542
2176,231
2340,193
2403,652
3000,821
369,392
2615,837
2460,753
1555,236
112,745
106,844
1170,370
2822,493
2478,891
533,585
1155,817
2014,724
1365,961
2111,905
55,713
1125,487
1019,278
744,34
1240,560
882,654
2367,394
997,767
50,198
2590,203
336,29
754,329
2049,900
2387,787
403,450
1959,751
2223,798
2597,148
1035,165
1636,631
1813,9
1770,988
2448,45
1078,570
2054,972
1715,223
1611,850
1226,435
1041,147
2075,601
685,791
2935,416
1006,527
700,672
2349,529
38,519
61,798
2327,611
1705,917
1931,154
724,481
2026,429
1473,429
2674,907
2127,912
1577,378
2512,475
1900,840
831,896
871,767
2004,708
10,319
1518,189
2092,62
2796,63
62,74
1311,239
1126,767
79,651
494,876
1048,153
1073,72
240,259
1034,514
1192,652
1729,598
1413,629
2003,899
283,352
453,457
1869,486
1268,632
2099,820
1452,739
1200,327
786,828
1718,744
488,217
481,531
806,4
253,385
2015,120
1292,254
2015,519
376,821
526,424
177,399
2121,558
1100,746
662,972
1209,206
370,989
23,827
1778,48
694,22
18,960
432,90
956,761
1157,67
1392,462
121,351
1412,840
1052,605
2097,889
2695,63
1323,591
2662,323
2090,900
590,628
1769,841
2659,321
2243,11
790,379
189,398
2851,290
139,813
427,473
2267,500
2674,245
1000,493
926,301
340,254
938,947
622,668
2335,497
2227,81
2934,191
2868,920
52,889
348,337
818,116
2989,720
632,393
918,832
734,90
2154,77
167,178
1399,359
1298,809
34,475
62,301
2708,171
1057,116
883,365
189,494
88,713
2168,751
2784,691
2550,754
2369,713
821,257
1763,503
2029,448
968,318
2826,338
2569,283
2463,372
1991,403
1521,525
2571,588
517,79
538,639
2239,295
1001,674
1888,639
2960,394
2066,934
1686,981
2628,973
1890,109
2901,882
945,449
2654,241
656,821
305,238
351,490
2424,592
368,785
2147,887
100,96
402,558
1529,407
2683,412
1513,932
2168,700
1793,802
504,116
980,72
224,810
2348,102
1878,778
2477,763
18,877
1934,834
889,468
12,58
1896,178
2109,228
1817,783
1862,208
525,616
2194,752
286,148
1687,174
2112,994
2958,273
2244,670
2575,771
1519,34
1151,230
2773,865
2463,300
1782,7
938,862
1075,996
1802,196
1432,159
8,715
2757,327
2878,925
186,581
2667,747
2974,301
2698,109
1812,500
95,817
2059,427
2664,26
1601,345
2755,832
931,927
1162,885
2323,532
1871,288
359,169
1453,690
2634,455
2550,950
825,716
2163,446
2332,5
155,240
1278,813
1194,983
155,348
2349,390
702,51
1176,639
2660,467
1812,370
2200,749
2152,953
1124,956
931,568
1448,975
4,450
987,426
614,110
2707,980
75,977
2738,324
1051,413
1351,892
2441,622
206,800
2914,493
2014,272
1467,110
780,496
767,972
225,440
1522,237
1189,232
380,528
1574,252
1205,818
1489,829
2585,471
1963,423
865,246
1373,415
910,934
538,397
2594,92
1447,903
1773,671
1654,638
681,554
2030,41
1962,960
1122,895
1349,711
844,123
108,114
1702,368
316,786
989,763
2595,632
1491,688
1785,265
1711,133
418,355
2163,443
2412,359
1034,730
2180,236
300,308
1487,779
2303,130
1896,674
2324,90
1045,376
315,362
2286,895
11,823
2035,855
994,598
2529,94
14,787
313,254
2070,536
660,951
655,109
2471,84
47,518
1279,226
288,570
1106,993
297,663
1394,319
639,731
1878,730
27,30
358,292
544,883
1651,380
1060,165
3000,766
1025,30
1641,964
278,59
1639,429
1126,147
710,356
261,270
1579,381
2883,747
1804,104
2582,145
206,439
1240,239
1765,108
1562,911
2188,44
1555,364
1337,336
250,445
476,114
2948,634
172,748
1298,531
2894,355
1146,160
611,595
2888,139
2852,525
8,730
2077,708
1971,360
2691,509
1524,19
187,963
2478,752
1353,258
2900,434
449,692
2388,642
390,504
2009,825
1445,336
2515,560
2957,105
1813,1000
1485,998
2355,758
1625,357
2062,782
531,571
638,120
2218,259
1179,568
2202,217
1407,423
1423,877
275,888
1943,547
2917,381
564,456
2987,847
2434,567
2326,131
2363,89
1454,970
2324,506
1190,546
2780,184
996,816
209,775
1199,791
1366,856
2557,569
2885,576
768,668
869,500
1077,704
1664,555
17,493
1796,627
287,618
2772,261
1498,312
2538,773
2572,765
1019,994
1849,956
2423,900
1331,353
2195,283
1850,698
2093,931
1432,233
219,421
2206,679
873,682
751,131
253,768
2623,55
1297,783
1015,979
484,325
480,547
2501,325
1993,179
1797,479
326,315
2319,993
1487,358
1663,42
611,852
437,223
1671,528
2221,903
1904,171
1443,609
2056,71
1288,341
1775,768
1428,352
2866,276
2111,713
1969,732
1848,992
1455,234
1680,606
2563,890
2860,376
590,614
1926,837
2568,577
1415,663
28,133
955,926
2692,703
2984,120
322,992
588,757
1133,687
1939,54
644,250
2050,557
498,652
1459,16
38,632
749,639
1541,795
2759,85
2455,240
960,244
1115,13
38,793
1207,450
650,142
272,938
996,134
1122,193
1193,451
1652,910
757,371
2852,787
1134,737
2218,935
2551,96
2772,444
2213,587
54,604
2978,407
1963,79
2419,106
2604,47
384,980
2308,932
1496,379
2046,220
1591,38
1635,658
477,151
684,879
1707,91
2664,414
989,366
1218,513
2543,919
1715,202
2989,763
1975,731
627,61
615,895
2029,27
1082,265
300,812
2256,2
2734,829
61,1
2888,27
342,746
1755,154
108,353
2937,460
1458,335
1242,806
1460,579
887,564
2254,893
1698,405
1550,275
2520,769
551,646
1164,398
2195,47
818,786
1980,459
2412,571
1015,374
1708,866
2965,531
2671,542
1623,194
2058,997
1910,98
1020,630
309,317
1656,457
1003,515
2613,951
1873,183
324,766
676,854
2053,701
383,637
2317,878
2816,850
880,529
2709,899
1848,693
171,11
40,617
715,427
7,209
2041,45
516,740
1618,387
1202,514
98,918
2136,171
1000,907
1176,723
1830,343
193,657
1352,332
1588,503
416,692
2096,523
1804,153
2874,748
2141,447
740,353
2380,361
208,587
1603,856
18,410
734,354
1024,853
2756,407
2246,651
2302,479
1154,679
1930,168
689,697
564,635
612,214
66,349
211,393
659,899
1171,387
1971,519
247,566
1509,472
185,120
2006,702
683,147
1530,962
327,609
1765,163
2007,541
784,861
425,596
1269,412
2307,66
2489,551
1119,592
1566,552
1083,843
770,663
1288,513
167,142
1596,293
1296,576
1654,906
420,762
2494,371
930,939
1462,224
1146,784
569,134
1500,616
1639,78
2631,958
1266,613
2831,877
2384,923
396,646
901,172
1196,148
715,813
2332,577
2265,297
2200,361
2182,273
1788,68
2897,489
2414,666
1367,375
899,510
7,943
2482,437
1533,122
2289,816
1217,861
330,884
1355,630
585,259
2494,89
1597,635
1326,424
1368,949
2167,633
165,112
2076,577
1573,284
288,494
2062,746
732,235
1281,216
2446,900
526,555
1186,737
910,165
2823,320
1645,742
785,731
1130,566
2511,408
2676,648
1705,175
2851,91
2727,830
792,490
192,896
2937,995
270,805
2317,941
1018,931
432,122
50,954
2668,532
148,109
365,788
1381,523
1143,565
1866,53
1350,799
2762,211
634,688
1486,672
765,445
1934,532
1450,62
2202,599
1291,479
593,738
1111,322
2146,666
2126,514
1852,750
2523,171
2308,952
1621,973
635,337
1353,503
1041,268
2808,153
186,92
1097,601
2475,561
1954,831
2826,222
2720,708
2887,262
905,653
306,373
2090,30
2258,843
1834,217
1103,979
2754,541
1333,138
1823,555
1734,418
2526,292
2507,398
1170,511
1655,640
477,463
1640,310
473,424
2938,316
746,834
545,426
1386,302
2658,214
872,77
1839,637
1286,320
2390,730
893,322
1750,313
2903,458
1093,709
921,189
344,397
2043,152
703,166
2629,619
836,186
2336,608
1352,838
2647,779
443,273
2280,484
2262,504
2202,111
2878,206
556,669
896,177
744,43
2731,320
2107,384
798,176
2761,93
2599,622
1161,444
1957,198
139,531
195,162
866,418
282,127
2498,407
962,337
1886,747
540,167
2782,878
1766,713
2780,389
2276,806
1418,124
1239,282
641,510
1557,988
2928,817
1126,813
2623,551
1246,676
1111,214
1843,775
2497,17
749,452
1343,616
748,798
67,35
2971,467
1826,932
1656,82
412,17
236,154
2522,729
917,581
2493,326
2725,379
1903,168
2863,99
376,515
1342,461
2864,406
498,650
2795,637
144,477
526,497
924,963
1301,402
958,757
2726,886
1118,750
1565,452
1197,32
2149,505
1722,113
664,188
1949,507
195,949
275,954
529,415
23,22
2179,263
2049,296
681,4
1614,553
2479,814
1924,877
102,796
96,863
1717,942
1566,758
2869,552
612,117
1110,599
60,985
2929,694
2004,155
2683,58
1947,517
899,100
2898,225
1065,988
2660,221
1922,515
1092,51
2356,921
1874,269
554,684
2857,621
196,2
1752,243
199,62
1810,632
1324,126
1333,622
432,661
412,330
2216,101
1609,978
838,644
467,345
1860,535
2311,706
2476,316
590,89
561,793
2731,556
2390,90
2311,664
1185,503
2955,832
1116,652
2129,313
1216,179
656,953
1757,756
482,685
2355,220
691,617
1950,27
280,235
98,295
2098,369
2979,495
1294,800
1871,266
138,6
1098,869
438,471
2677,331
2924,844
1773,134
2013,51
1451,12
1258,71
2261,246
155,719
1977,122
1752,428
2409,24
2786,604
2200,529
93,805
2815,555
605,523
1020,641
225,809
2735,367
1592,6
170,988
1543,879
1949,528
2380,19
1172,764
1082,788
1613,321
209,296
1225,209
473,727
2799,858
2763,815
2735,97
268,692
594,755
2727,947
1499,558
1542,781
1546,166
2309,681
317,667
1323,554
627,928
1605,824
207,478
521,306
45,175
252,617
596,911
2744,175
1088,597
198,230
1899,599
2235,230
2839,907
2666,270
2674,658
2823,476
1407,254
59,967
1853,205
2521,177
2270,334
2779,171
2350,928
2458,664
1446,369
1408,283
1852,196
835,837
1529,356
1801,822
1598,325
1739,53
1276,642
839,339
295,624
2494,9
1486,146
590,473
2897,70
1869,26
1791,356
67,782
2828,103
2026,550
115,300
2269,509
1814,807
1338,481
631,798
2373,470
2905,589
2243,548
1648,23
1096,113
1234,526
381,418
2848,818
1385,162
357,181
1227,13
1122,608
1089,166
140,718
1569,349
1979,854
769,220
1199,102
1300,584
2033,906
684,293
595,84
1695,675
1413,742
848,492
397,307
2018,303
74,995
2275,455
1557,349
1107,52
1717,31
2351,611
2006,545
2462,81
1981,439
1472,403
2186,685
2142,377
1417,301
2498,736
47,491
1012,495
2583,474
1845,402
1950,840
1852,34
1817,44
91,693
1888,720
1981,57
1423,625
2934,876
2753,587
2015,184
1762,946
1740,138
199,131
2996,905
948,969
413,339
722,931
2257,603
842,474
761,255
1891,889
1996,870
1780,85
539,663
1638,52
1597,844
793,746
2530,422
1066,982
2286,106
2925,259
85,1000
2149,898
861,124
1709,397
276,437
2426,198
2679,67
1231,622
555,111
1596,338
1300,178
853,360
1560,223
2,279
1239,836
2544,92
866,763
195,553
1549,896
2294,752
1466,491
185,117
1802,349
414,153
915,31
760,515
2913,677
352,369
130,506
85,516
1323,173
1847,625
1152,769
1472,132
772,987
840,31
1029,28
2084,728
834,807
2138,353
1141,20
1300,825
135,730
2142,776
1532,339
2982,7
292,889
1687,494
187,830
1313,247
1382,714
2936,167
1274,6
1160,901
1699,269
186,907
389,10
1822,794
2691,571
253,978
1010,597
761,598
392,530
1091,582
1967,910
2928,430
2600,647
570,628
1285,955
2327,279
1768,163
936,770
2313,76
992,608
2968,750
1967,146
2879,958
514,676
603,46
1680,997
2583,885
1499,93
717,513
1641,657
866,431
1983,370
2277,597
2145,795
2924,184
1832,705
1642,319
920,837
1633,1000
1157,917
1856,608
2306,449
1241,742
1125,616
1050,721
498,187
141,528
1043,865
695,664
1729,74
1521,776
2017,335
1774,648
542,958
1146,840
1990,692
3,501
1740,955
1952,414
2522,371
738,333
337,189
1354,600
1655,130
2497,735
395,770
254,305
2487,576
1888,215
2971,610
2816,690
1194,855
1809,152
1643,369
2903,881
1342,355
2921,600
1329,588
677,893
815,848
2431,559
1468,247
1165,422
1703,23
1282,303
691,637
1261,889
1732,833
989,525
1875,751
1747,962
310,218
2116,862
559,131
34,304
2783,671
1782,234
1023,166
172,885
1515,280
1162,788
1571,754
310,571
1192,862
1812,952
679,569
1785,143
2148,853
783,859
927,359
117,240
1924,379
585,638
1161,339
1805,584
1857,838
164,139
1911,37
2679,386
2626,770
1321,846
2732,273
2843,970
1326,80
92,636
2380,235
177,488
1992,208
85,487
1942,849
901,996
2451,583
1235,735
491,876
692,867
2790,545
600,682
1894,166
1518,896
887,240
1961,324
2651,172
2659,403
1441,762
1845,383
753,820
576,997
767,558
27,220
2274,856
2273,17
2272,511
774,456
1472,242
110,989
2507,15
2210,224
79,773
2552,422
170,261
2805,972
344,970
2794,447
2272,951
1937,767
2225,951
1882,962
2021,400
1934,44
711,73
1455,436
470,146
282,2
830,731
634,5
1055,725
234,665
2748,692
1167,197
2059,878
192,667
76,173
651,640
1631,104
1269,107
974,448
269,218
1629,910
1333,840
2250,106
1446,427
1164,30
32,474
1660,936
347,108
2234,663
1812,836
1038,213
1279,208
2052,491
302,248
211,338
1331,923
1098,317
2584,805
31,444
1448,710
1398,716
1929,68
562,962
409,600
1571,342
154,110
2452,276
980,782
1215,901
1797,535
1648,852
1887,787
11,957
2742,118
1698,880
2308,224
687,147
1987,746
195,941
2719,157
2032,959
622,342
801,597
1332,293
436,354
775,869
2641,698
1068,470
2115,904
1340,238
2655,896
2566,254
2989,647
42,416
2434,686
2135,311
447,774
2130,286
2314,621
2965,579
1096,86
1023,301
755,519
1405,759
893,108
2437,897
1914,833
2594,476
2651,172
2745,603
260,217
2463,337
2171,223
165,589
1507,47
2145,634
1325,445
2946,907
658,912
2255,660
1312,603
293,771
678,526
2580,685
2333,606
2612,565
1789,216
1833,728
137,494
104,372
736,648
253,807
273,172
1739,723
994,72
663,703
1541,907
1001,465
1608,867
1639,671
1191,466
848,172
2984,978
626,320
243,191
2553,521
1748,492
2109,453
246,629
662,474
254,491
1079,460
2257,183
2252,709
1179,742
1417,700
1853,242
2456,812
2730,417
1734,716
2598,870
547,751
1356,102
1941,882
914,589
584,899
1163,455
2692,761
1681,234
786,822
1948,512
924,728
2476,27
1849,647
2215,801
9,442
175,831
2915,594
1291,618
1097,704
2144,392
28,562
1580,45
738,512
1072,34
1904,557
1151,15
2941,409
351,833
1446,507
282,735
2351,204
889,246
884,119
294,781
2101,532
141,123
2383,868
2103,676
2829,46
378,962
898,800
632,695
2473,522
2313,377
2403,172
616,207
2036,943
1984,968
547,449
33,731
212,82
331,864
2724,427
349,997
2080,679
635,637
1139,834
146,820
874,614
816,909
1533,940
949,596
980,175
2840,487
1387,780
2792,631
2516,566
1848,268
1039,694
2485,927
1977,943
1815,817
199,151
881,320
2053,602
2319,571
39,713
988,98
538,527
1141,928
88,196
2510,701
567,955
350,148
2477,422
777,51
2259,49
538,177
2922,732
131,362
974,690
1771,845
2389,126
482,998
1060,629
2764,376
575,630
2535,18
1627,14
907,138
1994,865
1742,560
2841,674
2473,513
2881,788
1106,756
1881,841
1814,16
1780,423
835,820
2804,779
1967,401
2739,621
969,242
746,315
2106,628
1560,146
1975,32
1240,606
6,533
2264,107
2795,178
2193,628
142,897
368,217
26,679
968,566
716,576
2529,869
1478,648
2441,78
2575,108
293,901
625,31
2365,25
1143,897
1538,805
17,697
108,984
2165,203
1276,743
972,236
2186,137
2006,314
1428,643
355,89
2812,530
1847,664
381,214
496,930
1530,223
2839,777
2507,551
2521,452
868,862
2889,89
1668,413
2948,590
1439,10
2265,617
112,570
1691,312
63,501
2812,139
579,522
1847,405
1196,139
394,145
1607,436
1111,832
2111,221
2749,449
1004,583
104,850
1971,307
1001,51
442,694
1203,802
2006,121
2524,424
2859,940
1068,811
207,98
1101,285
2059,968
2390,433
807,72
950,309
1361,250
1866,939
2130,521
691,618
1165,507
1007,738
373,282
810,189
978,785
40,768
2303,712
1242,737
2683,656
1371,474
2930,514
2822,403
1935,201
2718,302
168,944
1153,212
1070,654
1858,69
1760,334
954,573
195,459
258,441
1880,873
887,761
2386,470
1514,576
2658,128
2387,374
1145,984
2649,382
1441,452
2521,859
2552,906
2697,54
1378,231
2600,475
915,776
404,914
150,968
198,233
2668,961
2110,46
1548,934
2415,617
499,204
783,536
1553,536
750,413
2168,755
2192,274
33,43
2240,349
68,347
2330,22
844,595
2837,469
390,74
1860,192
412,247
864,354
538,55
1220,648
1027,521
908,277
121,390
2290,813
71,852
2350,414
181,521
1434,874
1192,380
2471,17
611,391
2256,244
454,625
1921,980
833,712
2819,9
2277,731
1471,462
1511,285
1236,442
98,606
2519,898
528,572
1142,233
2508,8
1081,137
639,771
1229,11
2710,590
678,411
348,648
489,903
2801,602
2043,854
686,15
778,741
1660,71
2038,940
569,203
2266,832
2638,410
2781,601
2799,946
1072,460
2095,859
164,651
1872,485
417,919
1036,281
2733,688
1652,429
2839,923
402,833
911,578
2068,231
1468,602
1136,48
625,366
1574,752
2381,296
1463,939
589,648
2864,922
568,149
1083,526
2599,648
1818,933
2200,184
1544,953
2438,687
1414,301
1822,836
63,468
2087,490
2305,26
1511,246
2616,228
2975,78
1657,499
842,468
1320,195
2463,881
2982,442
768,111
1826,371
1327,303
51,82
372,617
1983,547
2717,650
1907,307
2299,344
1632,240
1732,120
2086,508
891,816
2016,932
432,705
1179,952
381,268
20,251
2862,718
2461,881
1564,126
1292,768
582,67
961,968
1460,26
2433,228
1514,108
123,602
1670,151
1583,207
86,563
1822,203
784,301
370,196
2008,784
491,703
63,919
274,665
2470,319
2358,219
1848,777
2024,692
444,165
2981,568
999,986
545,14
789,563
306,432
1040,691
840,644
271,993
2230,959
2876,78
1189,816
2594,579
1078,66
2032,384
498,516
2191,424
1824,27
2916,432
1025,167
306,101
1660,386
1327,693
2345,773
2801,989
468,549
2141,346
2273,10
1396,380
1822,784
2099,52
2657,759
773,583
62,645
383,754
2653,484
2839,933
719,965
2354,892
1387,707
2593,576
2649,965
2759,61
121,443
402,500
601,994
1819,249
1698,370
1452,583
1429,460
2501,679
1760,217
2674,335
2767,478
1469,319
2424,124
523,622
2335,932
870,843
211,247
95,633
2283,795
573,42
913,497
942,140
1409,67
849,680
221,84
406,191
1873,392
1539,127
1301,146
308,164
1949,828
2509,90
1521,57
2263,685
2649,479
765,59
1409,832
2825,578
2501,31
2904,604
1185,767
2903,633
2152,367
1017,811
2359,762
118,700
2244,668
2305,739
2704,150
1078,342
2863,322
1334,122
840,738
2336,933
2309,867
534,332
1737,199
1321,369
448,8
2586,413
1296,120
239,931
178,133
2701,972
2469,970
1752,967
2735,361
949,720
497,285
1591,705
350,963
454,375
2447,496
1497,43
2758,245
1587,321
669,288
2081,149
995,117
1687,825
2098,929
578,875
2256,471
109,59
487,539
1435,715
275,3
2285,503
976,78
985,635
2070,868
2024,68
2250,5
1370,774
570,559
48,437
2188,7
1374,432
1651,96
227,295
1503,473
590,941
985,976
2399,176
2040,92
647,413
2298,369
349,705
1667,493
909,971
1923,951
1855,461
2055,455
2842,793
2494,152
563,335
2262,538
30,428
99,573
71,983
2595,319
2950,758
2233,302
533,597
2443,602
759,38
2170,217
1446,748
47,710
969,489
101,580
2544,488
534,500
182,693
2205,174
1186,552
981,491
690,832
1220,137
1860,620
1080,81
1642,661
925,186
2298,423
1135,816
1175,774
1322,311
1535,317
2204,881
1578,954
988,687
428,606
1577,276
1839,648
1033,501
1064,297
1589,365
1468,338
149,677
2822,361
1933,241
2792,323
2763,237
2396,811
2508,374
2766,649
2315,269
896,845
1589,790
2825,810
12,679
1235,177
1957,300
1727,786
2336,719
2208,295
2748,372
2648,476
724,707
1491,942
2114,159
942,932
910,675
1635,787
1060,716
2516,411
1031,506
2450,663
2478,88
1713,2
489,10
545,956
783,238
2212,189
2696,260
2023,888
1922,943
271,352
2746,885
1401,553
2241,955
1693,549
2401,402
1264,919
298,894
1557,348
2613,828
1000,381
1364,75
1727,929
532,132
1636,416
2704,804
2627,978
499,376
1397,445
2545,991
1943,62
451,619
2642,878
894,9
1031,422
2119,753
799,86
2725,303
556,990
1626,223
992,504
575,800
552,228
1596,423
2028,51
2625,916
1326,112
483,809
1756,248
1654,151
2044,826
739,187
2435,274
591,406
41,631
425,314
845,132
549,96
1697,276
513,462
194,134
2907,285
1998,104
2165,921
2385,344
2438,322
1430,22
2598,776
2575,565
1078,331
1634,344
1234,856
864,321
1212,95
2002,333
2422,425
1786,771
2908,392
1899,699
340,766
2374,331
770,975
683,605
2196,243
832,348
2214,571
305,357
2011,957
892,435
1010,843
2015,26
1329,725
137,613
1536,551
1217,611
532,805
2095,340
262,754
142,786
1255,664
1762,355
1787,578
403,146
512,830
2006,869
1425,678
2829,553
1963,973
906,697
2283,862
2101,998
1505,952
2559,648
2062,223
2363,715
78,460
2496,101
2385,508
1205,539
60,470
2962,467
2822,213
1214,509
2874,405
386,619
705,635
202,735
2040,365
1299,731
365,953
654,699
2402,522
2719,775
2188,708
1378,292
627,1
2083,675
357,972
1784,777
2105,226
541,773
2549,280
2468,41
1245,544
1191,320
1193,597
1139,917
2889,414
2219,468
247,960
2086,794
641,531
2654,62
2378,534
294,707
237,63
1647,558
1949,691
1471,18
1731,411
1694,747
2156,487
878,743
1350,412
1191,504
2504,386
765,183
348,321
991,482
193,345
916,30
1665,992
2187,224
835,101
1223,973
1550,196
2333,937
2564,51
1628,380
2598,561
824,633
305,710
2779,176
1597,998
1665,707
2494,599
766,198
2833,729
350,751
957,773
1288,621
2067,678
2704,629
1331,165
1712,928
2100,104
1706,88
1016,314
1692,673
2842,958
2873,804
1389,813
2584,167
2002,39
2259,432
765,582
2030,840
701,605
2722,13
2470,264
1309,527
1197,214
2144,988
407,24
2997,590
2910,589
1378,722
1681,694
1191,949
2487,253
1623,63
368,187
806,457
1368,70
824,826
1849,153
1026,53
180,981
2959,942
2211,430
2881,532
2278,440
234,73
2576,232
1629,19
1269,599
174,143
2890,225
1531,428
1329,796
1038,282
64,164
632,598
2581,835
2851,949
456,518
1803,813
2885,322
259,587
2572,437
1736,383
1775,626
2356,149
599,796
713,700
676,643
1247,457
991,421
1164,262
1213,203
39,147
2778,172
985,438
687,840
481,959
27,474
2507,732
1089,448
1564,404
2091,311
100,223
1451,136
568,386
2394,287
2955,25
287,82
1792,852
109,366
2479,428
401,316
2969,351
1367,867
2834,950
2928,152
635,24
1706,656
1440,344
2948,318
1676,746
2564,791
2239,931
2528,554
1394,573
1693,966
1503,857
1447,444
2103,351
973,852
689,25
2744,531
2884,55
1832,225
1210,187
1819,929
1897,588
1483,473
2422,352
251,273
2352,538
2014,649
2647,675
619,867
647,188
2249,512
2325,770
2299,711
692,842
1793,335
2748,884
347,445
240,605
1082,801
267,452
252,723
527,150
2627,907
2585,452
20,470
1796,554
1711,764
680,3
968,678
1343,496
88,342
476,431
1016,607
1504,688
548,587
322,955
1312,370
2370,421
1386,440
539,210
1355,616
843,524
843,308
992,729
2200,935
2408,226
2051,833
53,400
1127,993
1371,890
86,282
1992,945
1802,380
383,572
1621,715
1712,655
558,205
1167,734
2337,892
1128,648
2369,299
1740,535
2020,294
379,219
2635,258
1222,918
605,907
2655,674
855,564
920,311
370,969
1892,129
2664,89
1974,821
2508,487
2012,492
1486,352
2543,225
2176,783
1834,12
1225,939
597,569
211,394
2733,458
1394,471
569,633
259,246
2443,90
470,897
2577,653
1266,131
2424,753
2292,569
2572,852
1484,33
2302,415
2956,234
1011,918
1101,267
148,118
1431,375
399,894
789,598
2570,960
1339,864
679,881
1030,26
2888,532
166,794
1360,469
458,671
2844,192
1088,570
1892,338
1087,681
2090,968
2411,930
734,516
1812,381
2211,670
1548,426
482,878
963,553
1345,239
1465,56
399,855
231,159
263,772
242,855
998,921
1517,209
410,709
1577,420
2194,788
2628,990
2508,751
1724,523
855,751
2918,651
909,959
920,718
2628,711
1903,91
986,45
1437,110
707,78
1410,983
1377,346
1742,855
1742,245
2705,302
2248,193
1063,664
2689,393
875,110
2362,609
687,32
